depth;pointid;oc;th_lat;th_long;survey_date;elev;lc0_desc;lc1_desc;lu1_desc
0-20 cm;153322372;21.1;43.69149593;22.57620458;04/06/18;0;Grassland;Grassland with sparse tree/shrub cover;Semi-natural and natural areas not in use
0-20 cm;153322422;7.3;44.1352748;22.67471278;01/06/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;153422396;34.7;43.88932736;22.74607136;07/10/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;153622366;48.4;43.59237295;22.93121975;09/10/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;153462362;26.6;43.58148576;22.72783384;10/10/18;0;Grassland;Grassland with sparse tree/shrub cover;Semi-natural and natural areas not in use
0-20 cm;153462368;43.3;43.63473932;22.73965238;11/07/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;153482366;30.4;43.61393197;22.76015648;07/10/18;0;Grassland;Grassland with sparse tree/shrub cover;Semi-natural and natural areas not in use
0-20 cm;153942344;16.8;43.34703022;23.27675357;29/08/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;153482412;19.2;44.02205167;22.85182319;12/07/18;0;Cropland;Rape and turnip rape;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;154062392;19.3;43.75305355;23.52240586;12/07/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;153542386;23.3;43.78216895;22.87334323;29/08/18;0;Grassland;Grassland with sparse tree/shrub cover;Semi-natural and natural areas not in use
0-20 cm;153662376;16.1;43.67485498;23.00017897;09/10/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;153662388;13.9;43.78127156;23.02441291;31/05/18;0;Grassland;Grassland without tree/shrub cover;Other abandoned areas
0-20 cm;153702348;24.1;43.42026577;22.99280712;15/09/18;0;Grassland;Grassland with sparse tree/shrub cover;Other abandoned areas
0-20 cm;153702356;22;43.49123077;23.00882443;04/09/18;0;Woodland;Broadleaved woodland;Semi-natural and natural areas not in use
0-20 cm;153782342;20.8;43.35455017;23.07814888;14/08/18;0;Woodland;Broadleaved woodland;Semi-natural and natural areas not in use
0-20 cm;156082364;10.4;43.14989009;25.91248879;26/07/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;153782378;17;43.67377748;23.15097479;14/09/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;153802330;22.6;43.2449758;23.07839041;13/08/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;153802340;17.1;43.33367561;23.09845136;13/08/18;0;Woodland;Pine dominated mixed woodland;Forestry
0-20 cm;153802366;10.2;43.56423683;23.15099098;24/05/18;0;Grassland;Spontaneously re-vegetated surfaces;Semi-natural and natural areas not in use
0-20 cm;153822386;13.9;43.73836806;23.2162635;14/09/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;153842348;24.3;43.39833036;23.16324287;05/09/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;153882320;37.1;43.14371006;23.15537503;15/09/18;0;Woodland;Other mixed woodland;Forestry
0-20 cm;146802974;12.2;49.76886788;14.9870943;07/08/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;153922390;21.1;43.75788889;23.34690696;30/05/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;153942332;19.8;43.24064155;23.25235514;13/08/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;153982330;46.5;43.21655159;23.29682496;10/07/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;154002332;14;43.23109446;23.32515982;11/08/18;0;Grassland;Spontaneously re-vegetated surfaces;Fallow land
0-20 cm;154002350;18.7;43.39064038;23.36199203;11/07/18;0;Artificial land;Other artificial areas;Electricity gas and thermal power distribution
0-20 cm;154422324;13.4;43.09199043;23.81732639;29/08/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;154802332;31.3;43.09886541;24.29383495;18/07/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;142962776;13.7;48.09705216;9.664531687;15/09/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;154142364;17.9;43.4920986;23.56140976;27/08/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;154222336;19.7;43.2310793;23.60024505;18/06/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;143002766;13.2;48.00722154;9.718703739;16/09/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;154322346;14.2;43.30327082;23.74250215;06/08/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;154322396;18.7;43.74580299;23.84890299;03/09/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;154402326;33.8;43.11300316;23.79734377;11/06/18;0;Shrubland;Shrubland with sparse tree cover;Semi-natural and natural areas not in use
0-20 cm;154402350;20.8;43.32546644;23.8480746;07/08/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;154422352;17.6;43.33984802;23.87661006;05/06/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;154442340;10.5;43.23031698;23.87536232;12/06/18;0;Shrubland;Shrubland with sparse tree cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;154462372;19.5;43.51014465;23.96807167;13/07/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;154482326;2.7;43.09974807;23.89410957;10/07/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;143182784;17.7;48.16953821;9.959686456;09/07/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;154542344;43.1;43.24902792;24.00509876;11/06/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;144842784;34.8;48.14780479;12.18979894;18/09/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;154642318;17.9;43.00218116;24.07039102;13/07/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;154642324;52.3;43.05526859;24.08323611;16/07/18;0;Woodland;Broadleaved woodland;Semi-natural and natural areas not in use
0-20 cm;154642354;16.8;43.32063305;24.14792766;08/08/18;0;Cropland;Other fresh vegetables;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;154662326;14.1;43.06958951;24.11169057;17/07/18;0;Grassland;Grassland with sparse tree/shrub cover;Semi-natural and natural areas not in use
0-20 cm;144762836;22.5;48.61750686;12.10179798;11/09/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;154662380;25.7;43.54711182;24.22898344;01/09/18;0;Bareland;Other bare soil;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;144862848;13.1;48.72275278;12.24216608;07/09/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;154722380;19.5;43.53685946;24.30203079;13/07/18;0;Cropland;Rape and turnip rape;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;154722390;28.2;43.62522837;24.32413921;04/08/18;0;Grassland;Spontaneously re-vegetated surfaces;Fallow land
0-20 cm;154782320;28.7;42.99616562;24.24363427;17/07/18;0;Woodland;Broadleaved woodland;Semi-natural and natural areas not in use
0-20 cm;145502864;15.6;48.8456326;13.12006609;25/09/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;154782370;20.3;43.43819099;24.35293071;30/07/18;0;Cropland;Other fresh vegetables;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;154782396;24.8;43.66790985;24.41064086;03/08/18;0;Shrubland;Shrubland without tree cover;Other abandoned areas
0-20 cm;154822324;21.6;43.02470928;24.30057854;09/06/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;154842358;8.9;43.32181991;24.39926953;05/06/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;154862378;16.6;43.49506882;24.46792516;13/07/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;154882406;14.7;43.73887038;24.55511359;13/07/18;0;Cropland;Oats;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;154902344;14.8;43.18774727;24.44104971;14/07/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;154902386;20.5;43.55878148;24.53447891;02/09/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155062358;12.8;43.28355316;24.66589952;23/07/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;154922334;12.9;43.09591721;24.44319748;18/07/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155002378;15.1;43.47067177;24.63810457;14/07/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155102384;16.6;43.50602759;24.77322643;05/06/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155142320;30.4;42.93390993;24.67755786;20/08/18;0;Grassland;Grassland without tree/shrub cover;Semi-natural and natural areas not in use
0-20 cm;155142348;14.4;43.18118162;24.74022634;04/07/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155362396;15.8;43.56534626;25.1169654;15/10/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155182336;22.7;43.06817087;24.76155521;26/06/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;155182378;16.2;43.43889057;24.85671963;25/07/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155182408;21.8;43.70353824;24.92568594;14/10/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;155202358;15.4;43.25884093;24.83541126;28/07/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155242334;26.9;43.03989628;24.82943293;26/06/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155262344;22.1;43.12461385;24.87618287;14/07/18;0;Grassland;Grassland with sparse tree/shrub cover;Semi-natural and natural areas not in use
0-20 cm;155262350;38.7;43.17756741;24.88980557;02/07/18;0;Grassland;Grassland with sparse tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155282384;17.2;43.47395437;24.99191152;02/09/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155362346;17.3;43.12439426;25.00147679;26/10/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155302354;14.8;43.20572555;24.947271;21/09/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155322388;15.2;43.50203651;25.04974609;02/09/18;0;Cropland;Vineyards;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155362364;17.9;43.28317823;25.04278572;24/07/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155342340;26.1;43.07503788;24.9636476;24/07/18;0;Grassland;Grassland with sparse tree/shrub cover;Forestry
0-20 cm;144442892;18.1;49.1284356;11.68504498;20/06/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155402328;30.7;42.95839785;25.00862616;13/08/18;0;Shrubland;Shrubland with sparse tree cover;Semi-natural and natural areas not in use
0-20 cm;155462330;31.4;42.96525018;25.08542561;24/07/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;155462394;20.5;43.52954923;25.23382027;19/08/18;0;Grassland;Spontaneously re-vegetated surfaces;Fallow land
0-20 cm;153742228;47.6;42.34872739;22.80650852;05/07/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;155562326;16.2;42.91186861;25.19656256;03/08/18;0;Woodland;Broadleaved woodland;Semi-natural and natural areas not in use
0-20 cm;155562340;36.2;43.03532376;25.22888582;24/07/18;0;Shrubland;Shrubland with sparse tree cover;Semi-natural and natural areas not in use
0-20 cm;155562362;17.1;43.22926689;25.28004631;24/07/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155562404;19.1;43.599326;25.37897908;16/10/18;0;Woodland;Broadleaved woodland;Residential
0-20 cm;155602316;16.6;42.81640441;25.2216134;01/08/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;155622354;16.1;43.14777308;25.33381599;02/09/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155542396;15.4;43.53253297;25.33571383;15/10/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155742340;13;43.00231888;25.44566213;01/08/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155802390;19.3;43.4315063;25.63685521;08/06/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155702376;34.7;43.32685644;25.48232171;25/07/18;0;Grassland;Grassland with sparse tree/shrub cover;Semi-natural and natural areas not in use
0-20 cm;155742358;25;43.1609014;25.48803848;25/07/18;0;Shrubland;Shrubland with sparse tree cover;Semi-natural and natural areas not in use
0-20 cm;155802318;11;42.79736888;25.46626893;11/09/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;155882404;13.5;43.53966948;25.76771829;23/09/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155822352;19.9;43.0931986;25.57031773;17/07/18;0;Shrubland;Shrubland with sparse tree cover;Semi-natural and natural areas not in use
0-20 cm;155842354;28.4;43.10708521;25.59917061;05/06/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155962348;14.9;43.03178571;25.7294115;11/07/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155862392;16.6;43.4378538;25.71438302;26/07/18;0;Cropland;Dry pulses;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155902364;19.4;43.18390382;25.69539227;23/09/18;0;Cropland;Rape and turnip rape;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155902396;16;43.46551379;25.7725469;26/07/18;0;Grassland;Grassland with sparse tree/shrub cover;Semi-natural and natural areas not in use
0-20 cm;155902418;17.7;43.65903144;25.82616884;26/07/18;0;Cropland;Rape and turnip rape;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155922326;20;42.84556017;25.62904859;12/09/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;155962430;13.6;43.7531377;25.92868934;22/09/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156022416;47.1;43.61861029;25.96709979;22/09/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;156042338;13.7;42.92868595;25.8016844;13/10/18;0;Artificial land;Non built-up area features;Road transport
0-20 cm;156042438;11.3;43.80813282;26.04598493;03/08/18;0;Grassland;Spontaneously re-vegetated surfaces;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156082378;32.1;43.27303028;25.94655088;07/10/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;156082450;15.9;43.90585025;26.12478298;23/09/18;0;Cropland;Soya;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;155482404;14.2;43.61401069;25.28168419;03/09/18;0;Cropland;Barley;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156282430;13.5;43.69136838;26.31796644;02/08/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156182448;18.3;43.8689037;26.24171669;22/09/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156202458;15;43.95280153;26.29145427;23/09/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156222438;18;43.77331253;26.26519026;03/08/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156262342;27.4;42.92198117;26.07555244;16/09/18;0;Woodland;Broadleaved woodland;Semi-natural and natural areas not in use
0-20 cm;156302418;9.9;43.58209753;26.31199242;14/09/18;0;Cropland;Other Leguminous  and mixtures for fodder;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156482464;14.7;43.95020704;26.64853738;29/08/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156362466;12.4;43.99157193;26.50726608;24/09/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156502448;13.6;43.80592646;26.63147856;02/08/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156842490;20.1;44.10506951;27.1566233;21/08/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;144782914;10.8;49.31823719;12.15930168;31/05/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156502438;15.5;43.71822449;26.60570645;14/09/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156562458;33.7;43.88161976;26.73045432;14/09/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;156582460;14.3;43.89514033;26.76003031;04/08/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156622418;52;43.5189045;26.69981996;05/10/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;144962878;46.1;48.98962512;12.39092927;06/09/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156642452;19;43.81296901;26.8121949;29/08/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156662410;22;43.44074905;26.7276491;10/08/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156662432;13.9;43.633647;26.78444902;02/08/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;144962918;13;49.34916611;12.40848432;13/06/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156702444;16.2;43.73077002;26.86423439;02/08/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156742462;18.8;43.88036754;26.96013581;04/08/18;0;Grassland;Spontaneously re-vegetated surfaces;Semi-natural and natural areas not in use
0-20 cm;156742470;15.6;43.95043142;26.98127823;26/08/18;0;Cropland;Soya;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156802486;13.6;44.0782683;27.09704963;27/08/18;0;Cropland;Dry pulses;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156962458;11.7;43.80035005;27.21708833;04/08/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157022486;15;44.03287362;27.36550745;01/09/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157102470;11.7;43.87630819;27.41955058;21/08/18;0;Cropland;Dry pulses;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157182484;20;43.98194602;27.55503285;09/08/18;0;Grassland;Grassland with sparse tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157262478;42.7;43.9126709;27.63594062;06/07/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;133602062;5;41.00310254;-1.421406464;14/07/18;0;Bareland;Other bare soil;Fallow land
0-20 cm;156162386;25.9;43.32805915;26.06281533;01/09/18;0;Woodland;Broadleaved woodland;Semi-natural and natural areas not in use
0-20 cm;156182394;19.85;43.39452982;26.10673615;06/10/18;0;Grassland;Spontaneously re-vegetated surfaces;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156202386;34.3;43.32036323;26.11115575;27/07/18;0;Grassland;Grassland with sparse tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156202408;63.6;43.51369308;26.16569406;17/09/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;156282362;12.2;43.09397712;26.14852675;15/09/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156322370;26.6;43.15655315;26.21642054;26/09/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;156142406;14.7;43.50769651;26.08799621;27/07/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156782386;16.1;43.20621876;26.81081132;05/06/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156462394;34.6;43.34002502;26.44522218;06/09/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156462398;17.8;43.37514109;26.45531121;02/08/18;0;Cropland;Permanent industrial crops;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156482382;13.5;43.23073401;26.43916727;25/09/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157002452;16.4;43.73959496;27.24963056;20/08/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156522380;26.2;43.20530304;26.48235516;25/09/18;0;Grassland;Grassland with sparse tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156562372;27.6;43.12718075;26.51040071;08/09/18;0;Shrubland;Shrubland without tree cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156602362;26.2;43.03148863;26.53336628;27/07/18;0;Woodland;Broadleaved woodland;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156662360;8;43.00205547;26.60040167;23/09/18;0;Bareland;Other bare soil;Fallow land
0-20 cm;156702354;7.8;42.94144953;26.63328527;25/09/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;156702372;12.6;43.09941807;26.67881378;23/09/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;145022946;16.7;49.59900735;12.50391507;18/05/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156822398;11.5;43.30337695;26.88992101;09/08/18;0;Cropland;Lucerne;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156822416;25.7;43.46114191;26.93662051;04/08/18;0;Grassland;Grassland without tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;143622824;18;48.52803778;10.5548872;23/07/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156842364;8.1;43.00121544;26.82662414;26/09/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156862420;16.1;43.48807524;26.99542386;04/08/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;144603314;6.4;52.9168657;12.06663996;30/05/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156922404;21.6;43.3356893;27.0261076;05/08/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;156922416;34.9;43.44081756;27.05748028;04/08/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;157022450;16;43.71796373;27.26855401;04/08/18;0;Cropland;Rape and turnip rape;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157042376;36.1;43.06589172;27.09761597;03/09/18;0;Woodland;Broadleaved woodland;Semi-natural and natural areas not in use
0-20 cm;157062390;25.6;43.1844468;27.15816314;05/08/18;0;Cropland;Rape and turnip rape;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;135062104;12;41.56310586;0.237419229;08/08/18;0;Bareland;Other bare soil;Fallow land
0-20 cm;157062416;24.1;43.41212504;27.22655822;05/07/18;0;Cropland;Rape and turnip rape;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157082394;37.1;43.21537567;27.19270766;05/08/18;0;Cropland;Lucerne;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157082430;13;43.53054271;27.28787064;13/08/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157102368;9.7;42.98352768;27.14880176;26/09/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157122392;23.5;43.18963422;27.23557509;01/08/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157122438;19.5;43.5922584;27.35762782;08/08/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157382392;28.8;43.13561621;27.54802622;08/08/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157182422;15.4;43.43980948;27.38737014;08/08/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157182452;18.6;43.70221445;27.46797645;29/07/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157442466;23.2;43.76967513;27.82148725;06/07/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157282386;20.3;43.10399725;27.41199798;01/08/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157282404;21.1;43.26150259;27.45985649;12/07/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157282426;15.4;43.45393451;27.51881806;13/07/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157322470;17.9;43.83009882;27.68688699;06/07/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157342364;30.1;42.89896006;27.42576713;06/06/18;0;Grassland;Grassland with sparse tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157362448;18.8;43.62942071;27.67514578;04/07/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157382428;13.9;43.45040422;27.64491693;05/08/18;0;Cropland;Dry pulses;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157382436;27.6;43.520327;27.66663772;05/08/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;157522444;16.5;43.56049001;27.85767167;02/08/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;144643358;13.1;53.31102703;12.14558376;11/06/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157442366;11.8;42.89558697;27.55068195;04/10/18;0;Grassland;Grassland with sparse tree/shrub cover;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;144763232;7;52.17604985;12.26622001;20/07/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157462398;26.2;43.1712663;27.66019412;08/08/18;0;Woodland;Broadleaved woodland;Semi-natural and natural areas not in use
0-20 cm;157462416;50.2;43.32861689;27.70882021;08/08/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;157462440;46.8;43.53833085;27.77419984;05/08/18;0;Woodland;Broadleaved woodland;Forestry
0-20 cm;144823334;8.7;53.09041263;12.40344626;03/05/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;157542394;8.8;43.11938354;27.74544966;15/07/18;0;Cropland;Sunflower;Agriculture (excluding fallow land and kitchen gardens)
0-20 cm;144843348;9.5;53.21553969;12.44037114;01/08/18;0;Cropland;Maize;Agriculture (excluding fallow land and kitchen gardens)
